State,City,White,Black,Hispanic,Native,Asian
TX,Knippa CDP,80.0,0.1,61.0,0.7,0.0
TX,Knollwood,87.2,4.4,6.2,1.3,0.4
TX,Knox town,73.5,6.7,30.4,0.4,0.2
TX,Kosse town,83.8,10.8,8.8,0.4,0.4
TX,Kountze,72.4,23.1,5.0,0.2,0.8
TX,Kress,68.5,4.6,61.7,1.0,0.1
TX,Krugerville,95.3,0.5,8.7,1.1,0.5
TX,Krum,91.2,1.7,12.9,0.6,1.0
TX,Kurten town,87.2,2.3,17.8,1.0,0.0
TX,Kyle,74.5,5.6,46.3,0.8,1.1
TX,La Blanca CDP,70.1,0.1,95.4,0.8,0.0
TX,La Carla CDP,100.0,0.0,100.0,0.0,0.0
TX,La Casita CDP,99.2,0.0,100.0,0.0,0.0
TX,La Chuparosa CDP,100.0,0.0,100.0,0.0,0.0
TX,Lackland AFB CDP,71.4,16.0,7.8,0.5,1.8
TX,La Coma CDP,100.0,0.0,97.9,0.0,0.0
TX,LaCoste,85.6,0.2,60.4,0.6,0.1
TX,Lacy-Lakeview,63.8,20.6,23.8,0.7,0.9
TX,Ladonia town,61.3,36.3,3.3,0.2,0.5
TX,La Escondida CDP,100.0,0.0,100.0,0.0,0.0
TX,La Esperanza CDP,77.7,0.0,96.9,2.2,0.0
TX,La Feria,89.8,0.3,85.0,0.3,0.3
TX,La Feria North CDP,91.5,0.0,70.8,0.0,0.0
TX,Lago CDP,95.1,0.0,100.0,1.5,0.0
TX,Lago Vista,92.3,1.2,11.8,0.6,0.6
TX,Lago Vista CDP,95.7,0.0,98.3,0.0,0.0
TX,La Grange,73.5,9.5,31.1,1.2,0.5
TX,La Grulla,96.6,0.2,98.1,0.1,0.1
TX,Laguna Heights CDP,84.6,0.7,86.2,0.5,0.1
TX,Laguna Park CDP,96.2,0.5,3.8,1.0,0.0
TX,Laguna Seca CDP,91.0,0.0,98.9,0.0,0.0
TX,Laguna Vista town,90.6,0.4,44.2,0.4,0.6
TX,La Homa CDP,98.7,0.1,97.1,0.0,0.1
TX,La Joya,98.7,0.1,97.6,0.3,0.1
TX,Lake Bridgeport,96.5,0.9,5.0,0.3,0.3
TX,Lake Brownwood CDP,94.6,0.7,12.7,0.1,0.0
TX,Lake Bryan CDP,74.0,6.4,47.5,0.2,0.1
TX,Lake Cherokee CDP,84.8,7.9,7.9,0.7,0.3
TX,Lake town,92.5,0.2,36.0,0.6,0.0
TX,Lake Colorado CDP,96.4,0.2,4.4,0.5,0.0
TX,Lake Dallas,83.1,4.9,20.5,1.1,1.7
TX,Lake Dunlap CDP,87.3,2.1,34.2,1.1,0.1
TX,Lakehills CDP,93.6,0.7,17.6,0.5,0.3
TX,Lake Jackson,84.4,5.1,20.5,0.5,3.1
TX,Lake Kiowa CDP,97.2,0.3,2.4,1.3,0.4
TX,Lake Medina Shores CDP,88.9,0.4,22.3,1.8,0.2
TX,Lake Meredith Estates CDP,92.9,0.2,8.7,0.5,0.2
TX,Lakeport,37.1,53.2,13.9,0.4,1.0
TX,Lakeshore Gardens-Hidden Acres CDP,93.1,0.0,44.6,0.4,0.4
TX,Lakeside town (San Patricio County),95.8,0.3,44.2,0.0,0.0
TX,Lakeside town (Tarrant County),91.4,1.8,8.0,0.6,0.9
TX,Lakeside town,96.6,0.8,3.6,0.3,0.5
TX,Lake Tanglewood village,98.4,0.1,2.5,0.1,0.4
TX,Lakeview town,73.8,2.8,43.9,0.0,0.0
TX,Lake View CDP,87.9,0.0,38.7,1.0,0.0
TX,Lakeway,92.4,1.0,7.3,0.3,3.2
TX,Lakewood Village,89.9,0.7,10.3,0.6,3.3
TX,Lake Worth,84.1,1.5,26.0,1.7,0.7
TX,La Loma de Falcon CDP,100.0,0.0,95.8,0.0,0.0
TX,Lamar CDP,93.4,0.2,11.0,0.6,1.6
TX,La Marque,52.5,36.7,22.5,0.8,0.7
TX,Lamesa,80.6,4.6,58.7,0.7,0.4
TX,La Minita CDP,94.7,0.0,98.8,0.0,0.0
TX,Lampasas,84.7,1.5,24.6,0.7,0.7
TX,Lancaster,20.4,68.7,17.0,0.4,0.3
TX,Lantana CDP,85.3,4.5,9.5,0.3,4.9
TX,La Paloma CDP,83.2,0.4,98.2,0.2,0.3
TX,La Paloma Addition CDP,77.9,0.3,94.5,1.5,0.0
TX,La Paloma-Lost Creek CDP,83.3,0.0,73.8,1.0,0.2
TX,La Paloma Ranchettes CDP,100.0,0.0,100.0,0.0,0.0
TX,La Porte,80.1,6.2,29.4,0.6,1.2
TX,La Presa CDP,100.0,0.0,99.4,0.0,0.0
TX,La Pryor CDP,85.8,1.3,90.5,0.6,0.0
TX,La Puerta CDP,98.4,0.0,98.7,1.1,0.0
TX,Laredo,87.7,0.5,95.6,0.4,0.6
TX,Laredo Ranchettes CDP,100.0,0.0,100.0,0.0,0.0
TX,La Rosita CDP,97.6,0.0,98.8,0.0,0.0
TX,Lasana CDP,90.5,0.0,82.1,0.0,0.0
TX,Lasara CDP,80.8,0.7,95.0,0.2,0.0
TX,Las Haciendas CDP,100.0,0.0,100.0,0.0,0.0
TX,Las Lomas CDP,99.0,0.2,89.6,0.0,0.1
TX,Las Lomitas CDP,77.9,0.0,95.1,0.0,0.0
TX,Las Palmas CDP,89.6,0.0,67.2,0.0,1.5
TX,Las Palmas II CDP,89.6,0.2,95.0,1.3,0.2
TX,Las Pilas CDP,89.3,0.0,100.0,0.0,0.0
TX,Las Quintas Fronterizas CDP,95.3,0.2,98.7,0.2,0.2
TX,Latexo,82.9,7.8,12.7,0.3,0.3
TX,La Tina Ranch CDP,61.8,0.2,95.1,1.8,0.2
TX,Laughlin AFB CDP,82.6,7.8,11.0,0.7,2.5
TX,Laureles CDP,79.6,0.1,96.5,0.6,0.0
TX,La Vernia,92.5,0.7,22.0,0.4,0.6
TX,La Victoria CDP,98.8,0.0,97.1,0.0,0.0
TX,La Villa,88.1,0.9,96.9,0.0,0.2
TX,Lavon,85.9,6.9,11.3,0.8,1.7
TX,La Ward,86.4,0.0,35.2,1.4,0.0
TX,Lawn town,91.7,0.0,15.0,0.0,0.3
TX,League,79.5,7.1,17.3,0.4,5.4
TX,Leakey,91.5,0.5,26.4,2.1,0.0
TX,Leander,80.2,4.8,24.5,0.7,2.4
TX,Leary,88.3,7.1,1.2,1.8,0.0
TX,Lefors town,95.2,0.4,4.0,1.0,0.0
TX,Leming CDP,78.8,0.7,80.4,0.4,0.0
TX,Leona,91.4,5.1,6.3,0.0,1.1
TX,Leonard,87.5,4.7,10.9,1.3,0.2
TX,Leon Valley,81.0,4.0,56.2,0.6,3.7
TX,Leroy,92.3,3.9,3.9,0.0,0.0
TX,Levelland,75.5,5.1,48.2,0.9,0.4
TX,Lewisville,65.3,11.2,29.2,0.7,7.8
TX,Lexington town,84.8,12.1,9.0,0.5,0.0
TX,Liberty,70.3,13.3,23.2,0.3,0.6
TX,Liberty CDP,89.4,3.6,11.1,1.2,0.1
TX,Liberty Hill,83.9,1.6,19.3,0.7,0.8
TX,Lincoln Park town,88.6,1.0,12.7,2.3,0.3
TX,Lindale,85.0,8.5,8.2,0.8,1.4
TX,Linden,73.7,21.0,5.7,0.5,0.5
TX,Lindsay,95.5,0.1,2.8,1.0,1.1
TX,Lindsay CDP,85.6,0.0,88.9,1.1,0.0
TX,Linn CDP,91.8,0.0,91.1,0.4,0.0
TX,Lipan,94.7,0.2,8.1,0.7,0.0
TX,Lipscomb CDP,97.3,0.0,2.7,2.7,0.0
TX,Little Elm,69.3,14.3,24.0,0.8,3.5
TX,Littlefield,74.1,6.2,54.7,0.6,0.2
TX,Little River-Academy,88.5,1.4,18.0,0.4,0.5
TX,Live Oak,70.9,13.4,35.0,0.5,3.6
TX,Liverpool,87.3,1.0,17.4,0.4,0.0
TX,Livingston town,67.1,18.0,19.7,0.7,1.1
TX,Llano,93.4,0.5,12.9,1.3,0.6
TX,Llano Grande CDP,86.3,0.3,82.7,0.5,0.1
TX,Lockhart,73.0,9.4,51.1,0.8,0.4
TX,Lockney town,73.3,2.8,58.7,0.3,0.1
TX,Log Cabin,93.3,2.4,6.3,0.4,0.3
TX,Lolita CDP,75.1,0.7,38.4,0.0,0.2
TX,Loma Grande CDP,93.5,0.9,100.0,0.0,0.0
TX,Loma Linda CDP,76.2,4.9,69.7,0.0,0.0
TX,Loma Linda East CDP (Jim Wells County),96.9,0.0,94.5,0.0,0.0
TX,Loma Linda East CDP (Starr County),100.0,0.0,54.5,0.0,0.0
TX,Loma Linda West CDP,100.0,0.0,100.0,0.0,0.0
TX,Loma Vista CDP,100.0,0.0,100.0,0.0,0.0
TX,Lometa,78.6,1.9,35.5,0.2,0.6
TX,Lone Oak,93.5,2.3,3.2,0.7,0.3
TX,Lone Star,62.7,25.4,11.3,0.4,0.3
TX,Longoria CDP,88.0,0.0,100.0,0.0,0.0
TX,Longview,63.3,22.9,18.0,0.5,1.4
TX,Loop CDP,85.3,4.0,42.7,1.8,0.4
TX,Lope_o CDP,94.3,0.6,98.3,0.0,0.0
TX,Lopezville CDP,93.1,0.0,98.7,0.1,0.2
TX,Loraine town,85.4,2.8,41.9,1.3,0.5
TX,Lorena,93.6,0.9,9.9,0.1,0.9
TX,Lorenzo,75.5,5.5,59.0,0.7,0.0
TX,Los Altos CDP,100.0,0.0,100.0,0.0,0.0
TX,Los Alvarez CDP,100.0,0.0,100.0,0.0,0.0
TX,Los Angeles CDP,63.6,9.1,100.0,0.0,0.0
TX,Los Arcos CDP,93.7,0.0,100.0,0.0,0.0
TX,Los Arrieros CDP,100.0,0.0,86.8,0.0,0.0
TX,Los Barreras CDP,100.0,0.0,98.3,0.0,0.0
TX,Los Centenarios CDP,71.3,0.0,95.4,0.0,0.0
TX,Los Corralitos CDP,68.6,0.0,100.0,0.0,0.0
TX,Los Ebanos CDP (Hidalgo County),99.1,0.0,98.2,0.0,0.0
TX,Los Ebanos CDP (Starr County),100.0,0.0,100.0,0.0,0.0
TX,Los Fresnos,86.3,0.4,88.2,0.4,0.1
TX,Los Fresnos CDP,65.7,0.0,98.5,0.0,0.0
TX,Los Huisaches CDP,88.2,5.9,94.1,0.0,0.0
TX,Los Indios town,93.1,0.0,95.5,0.0,0.0
TX,Los Lobos CDP,100.0,0.0,0.0,0.0,0.0
TX,Los Minerales CDP,75.0,0.0,100.0,0.0,0.0
TX,Los Nopalitos CDP,72.6,0.0,96.8,0.0,0.0
TX,Lost Creek CDP,88.9,0.4,6.2,0.6,7.6
TX,Los Veteranos I CDP,100.0,0.0,100.0,0.0,0.0
TX,Los Veteranos II CDP,95.8,0.0,95.8,4.2,0.0
TX,Los Ybanez,36.8,0.0,73.7,10.5,0.0
TX,Lott,75.2,15.9,16.9,0.5,0.1
TX,Louise CDP,75.9,8.7,34.3,0.4,0.0
TX,Lovelady,88.3,6.6,6.9,0.0,0.0
TX,Lowry Crossing,89.1,0.7,14.8,0.5,1.5
TX,Lozano CDP,97.0,0.5,92.1,0.0,1.7
TX,Lubbock,75.8,8.6,32.1,0.7,2.4
TX,Lucas,91.9,1.3,6.0,0.9,2.2
TX,Lueders,88.2,0.9,10.7,0.6,0.0
TX,Lufkin,56.7,27.4,24.1,0.5,1.7
TX,Luling,70.8,8.5,52.6,0.4,0.5
TX,Lumberton,96.3,0.4,4.7,0.3,0.7
TX,Lyford,83.3,0.8,93.3,0.3,0.1
TX,Lytle,84.3,0.3,65.6,1.6,0.2
TX,Mabank town,88.8,4.0,8.7,0.7,1.2
TX,McAllen,83.9,0.9,84.6,0.4,2.6
TX,McCamey,68.6,2.3,59.4,1.9,0.0
TX,McDade CDP,73.6,1.2,28.3,0.9,0.6
TX,Macdona CDP,65.3,1.8,79.4,4.1,0.5
TX,McGregor,68.3,8.7,37.1,1.1,0.2
TX,McKinney,74.8,10.5,18.6,0.7,4.1
TX,McKinney Acres CDP,66.9,1.0,59.1,1.0,0.5
TX,McLean town,93.8,0.9,8.1,2.2,0.4
TX,McLendon-Chisholm,94.4,2.0,6.6,0.1,0.4
TX,McQueeney CDP,88.8,2.7,28.8,0.8,0.4
TX,Madisonville,51.4,29.2,31.2,0.3,0.6
TX,Magnolia,81.3,10.3,11.7,0.5,0.8
TX,Malakoff,69.5,18.7,16.0,0.7,0.1
TX,Malone town,78.4,13.4,19.3,0.4,0.0
TX,Manchaca CDP,82.3,1.5,32.1,1.9,0.9
TX,Manor,45.6,27.6,47.5,1.0,1.5
TX,Mansfield,73.5,14.2,15.4,0.6,3.7
TX,Manuel Garcia CDP,94.6,0.0,85.7,0.0,0.0
TX,Manuel Garcia II CDP,90.9,0.0,100.0,0.0,0.0
TX,Manvel,66.5,17.0,22.6,0.5,5.2
TX,Marathon CDP,88.1,0.2,43.3,1.4,0.0
TX,Marble Falls,83.1,3.9,27.9,0.7,0.8
TX,Marfa,90.0,0.6,68.7,0.6,0.1
TX,Marietta town,92.5,7.5,0.7,0.0,0.0
TX,Marion,80.1,4.9,43.4,0.0,1.5
TX,Markham CDP,73.0,12.1,34.9,0.2,0.0
TX,Marlin,38.1,45.5,23.7,0.5,0.4
TX,Marquez,72.2,9.1,24.7,0.8,0.0
TX,Marshall,48.0,38.3,17.0,0.8,0.8
TX,Mart,64.6,28.6,12.8,0.9,0.3
TX,Martindale,76.3,2.1,56.5,0.4,1.0
TX,Martinez CDP,100.0,0.0,100.0,0.0,0.0
TX,Mason,90.1,0.6,33.0,0.3,0.2
TX,Matador town,90.6,2.3,17.1,0.3,0.0
TX,Matagorda CDP,89.5,1.0,12.9,0.6,0.0
TX,Mathis,85.7,1.5,91.6,0.3,0.1
TX,Maud,93.4,4.5,2.2,0.3,0.4
TX,Mauriceville CDP,94.6,0.8,8.3,0.3,0.0
TX,Maypearl,86.0,5.8,18.4,1.3,0.1
TX,Meadow town,84.1,0.0,59.5,0.5,0.0
TX,Meadowlakes,96.1,0.3,6.4,0.3,1.4
TX,Meadows Place,65.1,9.3,18.2,0.6,17.3
TX,Medina CDP,95.5,0.2,97.7,0.2,0.0
TX,Megargel town,93.6,0.0,2.5,1.0,0.0
TX,Melissa,84.5,5.4,12.8,1.0,0.6
TX,Melvin town,82.0,0.0,34.3,0.6,0.0
TX,Memphis,74.7,8.8,32.9,1.0,0.1
TX,Menard,77.8,0.5,45.9,1.1,0.0
TX,Mentone CDP,84.2,0.0,21.1,5.3,0.0
TX,Mercedes,85.3,0.2,91.9,0.6,0.1
TX,Meridian,82.5,4.6,31.1,0.5,0.3
TX,Merkel town,87.5,1.1,17.8,0.3,0.2
TX,Mertens town,82.4,0.0,30.4,0.0,0.0
TX,Mertzon,89.1,1.2,35.9,0.1,0.1
TX,Mesquite,59.0,21.8,31.6,0.8,3.2
TX,Mesquite CDP,100.0,0.0,95.6,0.0,0.0
TX,Mexia,48.0,31.7,28.0,0.6,0.6
TX,Miami,94.1,0.2,7.9,0.5,0.2
TX,Midland,75.5,7.9,37.6,0.7,1.4
TX,Midlothian,88.5,3.6,15.2,0.4,0.8
TX,Midway,78.5,12.3,11.4,0.0,0.0
TX,Midway North CDP,85.9,0.7,98.6,0.7,0.0
TX,Midway South CDP,83.6,0.8,94.4,0.3,0.0
TX,Miguel Barrera CDP,100.0,0.0,100.0,0.0,0.0
TX,Mikes CDP,98.8,0.0,100.0,0.2,0.0
TX,Mila Doce CDP,87.9,0.3,98.9,0.1,0.0
TX,Milam CDP,90.8,5.1,2.7,1.1,0.5
TX,Milano,83.6,7.7,18.0,0.0,0.0
TX,Mildred town,87.5,3.8,11.7,4.1,1.6
TX,Miles,82.8,0.7,36.4,1.3,0.1
TX,Milford town,66.1,26.5,11.8,0.1,0.1
TX,Miller's Cove town,71.8,1.3,85.2,0.7,0.0
TX,Millican town,82.1,5.0,19.2,0.0,0.4
TX,Millsap town,87.3,0.2,17.6,0.5,0.5
TX,Mineola,78.2,10.7,17.5,0.9,0.7
TX,Mineral Wells,75.3,7.8,26.3,0.7,0.5
TX,Mingus,88.9,0.0,16.6,1.3,0.0
TX,Mi Ranchito Estate CDP,95.7,0.0,100.0,0.0,0.0
TX,Mirando CDP,90.7,1.1,95.2,0.3,0.0
TX,Mission,88.6,0.7,85.4,0.3,1.5
TX,Mission Bend CDP,36.1,29.7,40.3,0.5,15.3
TX,Missouri,33.6,41.8,15.3,0.4,16.2
TX,Mobeetie,92.1,1.0,5.0,0.0,0.0
TX,Mobile,53.7,1.6,77.7,0.0,0.0
TX,Monahans,75.1,6.5,51.0,0.9,0.4
TX,Montague CDP,95.1,1.3,8.2,0.7,0.0
TX,Mont Belvieu,87.5,2.9,12.5,0.9,0.6
TX,Monte Alto CDP,89.1,0.1,94.7,0.9,0.0
TX,Montgomery,67.1,26.4,14.5,0.6,0.6
TX,Moody,78.6,8.6,20.0,0.1,0.0
TX,Moore CDP,80.6,0.2,61.3,1.1,0.0
TX,Moore Station,11.9,81.6,4.5,0.0,1.0
TX,Moraida CDP,99.1,0.0,94.8,0.0,0.0
TX,Morales-Sanchez CDP,92.9,0.0,92.9,0.0,0.0
TX,Moran,88.5,0.4,17.4,1.1,0.4
TX,Morgan,87.6,0.0,39.4,1.0,0.0
TX,Morgan Farm CDP,88.1,2.8,71.5,0.6,0.2
TX,Morgan's Point,73.7,10.3,25.1,2.7,0.6
TX,Morgan's Point Resort,92.1,1.5,12.0,0.6,0.4
TX,Morning Glory CDP,85.9,0.2,98.0,0.5,0.0
TX,Morse CDP,92.5,0.7,30.6,0.0,0.0
TX,Morton,70.3,4.6,61.1,1.2,0.2
TX,Moulton town,84.5,0.7,21.4,0.0,0.1
TX,Mountain,90.9,0.3,22.4,0.8,0.8
TX,Mount Calm,80.6,7.2,20.3,0.6,0.3
TX,Mount Enterprise,86.4,7.6,8.3,0.0,0.0
TX,Mount Pleasant,57.8,14.7,51.0,1.2,1.1
TX,Mount Vernon town,75.7,12.0,14.7,1.1,0.6
TX,Muenster,97.7,0.1,3.9,0.3,0.6
TX,Muleshoe,75.2,1.3,64.3,1.5,0.4
TX,Mullin town,89.4,0.0,18.4,0.0,0.0
TX,Munday,70.5,7.0,38.2,0.5,0.0
TX,Muniz CDP,91.3,0.0,99.8,0.0,0.0
TX,Murchison,91.6,1.9,10.6,0.0,0.0
TX,Murillo CDP,91.7,0.7,96.1,0.3,0.8
TX,Murphy,60.4,10.9,7.8,0.5,23.4
TX,Mustang town,81.0,19.0,0.0,0.0,0.0
TX,Mustang Ridge,73.5,1.4,63.9,0.3,0.6
TX,Myrtle Springs CDP,90.9,1.6,7.6,1.2,0.4
TX,Nacogdoches,58.5,28.8,16.8,0.5,1.8
TX,Naples,65.7,28.7,4.6,0.9,0.0
TX,Narciso Pena CDP,93.3,0.0,100.0,6.7,0.0
TX,Nash,63.4,23.8,14.3,1.3,0.8
TX,Nassau Bay,85.9,3.4,14.3,0.8,3.5
TX,Natalia,77.8,0.3,83.6,1.0,0.3
TX,Navarro town,89.0,5.2,6.7,1.0,1.9
TX,Navasota,52.4,30.6,38.4,0.5,0.4
TX,Nazareth,98.7,0.3,10.6,1.0,0.0
TX,Nederland,87.8,4.0,10.7,0.3,2.8
TX,Needville,74.9,10.4,24.7,0.4,0.5
TX,Nesbitt town,81.1,17.1,0.4,0.7,0.0
TX,Netos CDP,100.0,0.0,100.0,0.0,0.0
TX,Nevada,91.5,2.8,9.0,0.9,0.6
TX,Newark,88.4,0.2,19.2,0.4,0.3
TX,New Berlin,93.3,2.3,10.2,0.2,0.0
TX,New Boston,76.0,18.5,4.5,0.8,0.5
TX,New Braunfels,86.8,1.9,35.0,0.7,1.0
TX,Newcastle,99.0,0.0,3.9,0.0,0.0
TX,New Chapel Hill,92.3,2.0,8.8,0.0,0.5
TX,New Deal town,83.4,0.9,36.8,0.6,0.0
TX,New Fairview,85.7,0.7,17.3,2.3,0.0
TX,New Falcon CDP,89.5,0.0,98.4,1.0,0.5
TX,New Home,87.4,0.3,52.7,0.3,0.0
TX,New Hope town,93.5,0.0,12.2,1.1,0.3
TX,New London,87.1,6.5,7.3,0.3,0.1
TX,New Summerfield,76.3,2.7,71.5,2.6,0.2
TX,New Territory CDP,47.4,6.3,8.3,0.2,40.9
TX,Newton,62.1,35.3,4.6,0.4,0.7
TX,New Waverly,63.7,28.3,10.8,0.6,0.5
TX,Neylandville town,41.2,43.3,15.5,0.0,0.0
TX,Niederwald,78.2,2.1,45.1,0.9,0.4
TX,Nina CDP,99.3,0.7,100.0,0.0,0.0
TX,Nixon,70.1,2.8,76.3,0.8,0.3
TX,Nocona,89.7,0.5,19.1,0.8,0.2
TX,Nocona Hills CDP,97.0,0.9,5.3,0.7,0.0
TX,Nolanville,70.5,13.9,21.9,1.2,1.9
TX,Nome,71.4,18.4,14.1,0.3,0.0
TX,Noonday,87.5,9.4,6.0,0.3,0.3
TX,Nordheim,84.7,2.6,35.2,1.0,0.0
TX,Normangee town,72.4,17.7,9.5,0.9,0.1
TX,Normanna CDP,84.1,2.7,48.7,0.0,0.0
TX,North Alamo CDP,99.1,0.2,93.0,0.1,0.0
TX,North Cleveland,73.3,3.6,25.9,0.4,0.8
TX,North Escobares CDP,100.0,0.0,100.0,0.0,0.0
TX,Northlake town,84.5,4.9,11.7,1.2,2.1
TX,North Pearsall CDP,85.3,0.3,84.2,0.0,0.0
TX,North Richland Hills,83.8,4.8,15.6,0.7,2.8
TX,Northridge CDP,100.0,0.0,100.0,0.0,0.0
TX,North San Pedro CDP,75.5,0.0,98.3,0.2,0.0
TX,Novice,96.4,0.0,2.9,0.7,0.0
TX,Oak Grove town,95.5,2.7,4.3,0.2,0.2
TX,Oakhurst CDP,84.1,13.3,3.9,0.0,0.0
TX,Oak Island CDP,65.0,1.4,22.0,0.0,17.6
TX,Oak Leaf,82.6,11.6,8.9,0.5,0.8
TX,Oak Point,89.6,2.4,14.3,0.3,0.8
TX,Oak Ridge town (Cooke County),94.3,0.0,9.9,2.1,0.0
TX,Oak Ridge town (Kaufman County),83.0,10.9,8.1,1.2,0.0
TX,Oak Ridge North,93.8,1.3,10.2,0.4,1.2
TX,Oak Trail Shores CDP,81.7,1.2,30.3,0.7,0.3
TX,Oak Valley town,92.4,1.9,12.0,0.0,0.8
TX,Oakwood town,65.1,29.2,7.1,1.0,0.6
TX,O'Brien,68.9,0.0,44.3,0.0,0.9
TX,Odem,88.1,0.6,79.2,0.2,0.0
TX,Odessa,75.4,5.7,50.6,1.0,1.1
TX,O'Donnell,73.4,1.2,62.8,0.6,0.4
TX,Oglesby,87.0,1.0,18.8,0.0,0.0
TX,Oilton CDP,81.6,1.4,97.5,0.0,0.3
TX,Old Escobares CDP,100.0,0.0,100.0,0.0,0.0
TX,Old River-Winfree,89.0,4.9,6.9,0.2,0.1
TX,Olivarez CDP,90.2,0.1,97.9,0.1,0.2
TX,Olivia Lopez de Gutierrez CDP,98.9,0.0,100.0,0.0,1.1
TX,Olmito CDP,62.8,0.6,95.8,1.5,0.0
TX,Olmito and Olmito CDP,100.0,0.0,100.0,0.0,0.0
TX,Olmos Park,94.1,0.6,20.0,0.6,0.8
TX,Olney,88.9,2.2,20.6,0.8,0.4
TX,Olton,64.7,0.7,69.5,1.7,0.0
TX,Omaha,77.2,15.8,6.2,0.5,0.7
TX,Onalaska,90.9,5.0,3.5,1.0,0.7
TX,Opdyke West town,76.4,4.6,44.3,0.0,0.0
TX,Orange,60.9,33.2,5.2,0.3,1.7
TX,Orange Grove,87.4,0.7,51.2,0.3,0.2
TX,Orason CDP,82.9,0.8,92.2,0.0,0.0
TX,Orchard,84.1,4.3,36.4,0.3,0.3
TX,Ore,85.0,7.3,10.1,1.4,1.3
TX,Overton,80.0,16.1,4.0,0.4,0.1
TX,Ovilla,86.6,8.7,8.1,0.5,0.6
TX,Owl Ranch CDP,80.9,0.0,97.8,7.1,0.0
TX,Oyster Creek,83.5,3.8,23.5,1.6,0.4
TX,Ozona CDP,82.1,0.7,68.2,0.9,0.3
TX,Pablo Pena CDP,100.0,0.0,100.0,0.0,0.0
TX,Paducah town,79.7,10.2,22.3,0.1,0.0
TX,Paint Rock town,81.7,0.0,27.8,2.6,0.7
TX,Paisano Park CDP,93.8,2.3,95.4,0.0,0.0
TX,Palacios,67.2,4.4,60.4,1.5,9.0
TX,Palestine,62.1,23.3,21.9,0.5,0.9
TX,Palisades village,97.5,0.0,6.2,1.5,0.0
TX,Palmer town,84.0,2.5,30.4,0.8,0.2
TX,Palmhurst,94.5,0.7,78.7,0.2,0.8
TX,Palm Valley,95.3,0.6,23.5,0.5,0.7
TX,Palmview,98.8,0.1,97.2,0.0,0.1
TX,Palmview South CDP,98.9,0.0,84.0,0.1,0.1
TX,Palo Blanco CDP,99.5,0.0,97.5,0.0,0.0
TX,Paloma Creek CDP,74.1,15.6,15.5,1.3,1.2
TX,Paloma Creek South CDP,68.1,20.7,16.0,0.7,3.1
TX,Palo Pinto CDP,86.8,3.6,13.8,0.0,0.0
TX,Pampa,80.9,3.3,26.0,0.8,0.4
TX,Panhandle town,94.0,0.6,9.8,1.3,0.2
TX,Panorama Village,96.4,1.1,5.6,0.2,0.6
TX,Pantego town,89.7,6.1,5.5,0.1,2.2
TX,Paradise,97.5,0.2,12.5,0.2,0.0
TX,Paris,67.4,23.4,8.2,1.5,0.9
TX,Parker,81.5,3.0,10.8,0.8,7.9
TX,Pasadena,75.3,2.3,62.2,0.7,2.1
TX,Pattison,79.9,4.9,29.0,0.4,0.4
TX,Patton Village,83.8,1.0,20.7,1.3,0.4
TX,Pawnee CDP,83.7,0.0,76.5,0.0,0.0
TX,Payne Springs town,94.0,0.5,4.2,1.3,0.3
TX,Pearland,62.0,16.4,20.5,0.5,12.4
TX,Pearsall,78.9,1.3,85.1,0.5,3.3
TX,Pecan Acres CDP,90.6,1.9,8.7,0.6,0.6
TX,Pecan Gap,93.1,2.5,3.9,0.0,0.0
TX,Pecan Grove CDP,86.1,6.4,14.1,0.3,2.0
TX,Pecan Hill,88.5,2.2,14.1,1.0,0.0
TX,Pecan Plantation CDP,97.6,0.2,3.2,0.3,0.6
TX,Pecos,77.5,1.9,83.2,0.4,1.0
TX,Pelican Bay,92.4,0.6,12.3,0.8,0.6
TX,Pena CDP,98.3,0.0,77.1,0.0,0.0
TX,Penelope town,84.3,1.0,25.3,0.0,1.0
TX,Penitas,99.4,0.0,98.2,0.1,0.0
TX,Perezville CDP,98.9,0.1,72.9,0.4,0.1
TX,Perrin CDP,95.2,0.5,11.1,0.0,1.0
TX,Perryton,84.7,0.4,51.8,1.1,0.3
TX,Petersburg,69.8,2.4,65.8,1.5,0.2
TX,Petrolia,93.1,1.3,4.8,1.3,0.3
TX,Petronila,80.5,0.9,59.3,0.0,0.9
TX,Pettus CDP,78.5,0.5,51.6,2.7,0.2
TX,Pflugerville,64.1,15.5,27.7,0.6,7.4
TX,Pharr,85.1,0.6,93.0,0.5,0.5
TX,Pilot Point,75.6,3.8,28.2,1.7,0.3
TX,Pine Forest,95.5,0.2,5.3,1.4,0.0
TX,Pine Harbor CDP,89.8,2.6,4.7,2.2,0.0
TX,Pinehurst CDP,81.5,1.4,29.8,1.5,0.2
TX,Pinehurst,79.9,14.8,6.1,1.0,0.8
TX,Pine Island town,60.8,11.9,36.7,1.8,0.1
TX,Pineland,73.4,21.9,5.2,0.5,0.2
TX,Pinewood Estates CDP,95.1,1.3,5.9,0.5,0.5
TX,Piney Point Village,85.1,1.7,4.5,0.1,11.0
TX,Pittsburg,51.2,25.9,33.7,0.8,0.2
TX,Placedo CDP,69.7,3.3,74.4,0.1,0.0
TX,Plains town,75.4,0.0,58.1,0.6,0.0
TX,Plainview,68.5,5.2,59.6,1.1,0.5
TX,Plano,66.9,7.6,14.7,0.4,16.9
TX,Pleak village,70.4,3.2,51.7,1.1,0.8
TX,Pleasant Hill CDP,57.1,5.0,55.4,0.0,0.6
